stage_id,timepoint,availability_derate
1,2020012119,1
1,2020012120,1
1,2020012121,1
1,2020012122,1
1,2020012123,1
1,2020012124,1
1,2020012201,0.95
1,2020012202,0.95
1,2020012203,0.95
1,2020012204,0.95
1,2020012205,0.95
1,2020012206,0.95
1,2020012207,0.95
1,2020012208,0.95
1,2020012209,0.95
1,2020012210,0.95
1,2020012211,0.95
1,2020012212,0.95
1,2020012213,0.95
1,2020012214,0.95
1,2020012215,0.95
1,2020012216,0.95
1,2020012217,0.95
1,2020012218,0.95
1,2020012219,0.95
1,2020012220,0.95
1,2020012221,0.95
1,2020012222,0.95
1,2020012223,0.95
1,2020012224,0.95
1,2020012301,1
1,2020012302,1
1,2020012303,1
1,2020012304,1
1,2020012305,1
1,2020012306,1
1,2020012307,1
1,2020012308,1
1,2020012309,1
1,2020012310,1
1,2020012311,1
1,2020012312,1
1,2020012313,1
1,2020012314,1
1,2020012315,1
1,2020012316,1
1,2020012317,1
1,2020012318,1
1,2020012319,1
1,2020012320,1
1,2020012321,1
1,2020012322,1
1,2020012323,1
1,2020012324,1
1,2020012401,0.95
1,2020012402,0.95
1,2020012403,0.95
1,2020012404,0.95
1,2020012405,0.95
1,2020012406,0.95
1,2020012407,0.95
1,2020012408,0.95
1,2020012409,0.95
1,2020012410,0.95
1,2020012411,0.95
1,2020012412,0.95
1,2020012413,0.95
1,2020012414,0.95
1,2020012415,0.95
1,2020012416,0.95
1,2020012417,0.95
1,2020012418,0.95
1,2020012419,0.95
1,2020012420,0.95
1,2020012421,0.95
1,2020012422,0.95
1,2020012423,0.95
1,2020012424,0.95
1,2020012501,1
1,2020012502,1
1,2020012503,1
1,2020012504,1
1,2020012505,1
1,2020012506,1
1,2020012507,1
1,2020012508,1
1,2020012509,1
1,2020012510,1
1,2020012511,1
1,2020012512,1
1,2020012513,1
1,2020012514,1
1,2020012515,1
1,2020012516,1
1,2020012517,1
1,2020012518,1
1,2020012519,1
1,2020012520,1
1,2020012521,1
1,2020012522,1
1,2020012523,1
1,2020012524,1
1,2020012601,0.95
1,2020012602,0.95
1,2020012603,0.95
1,2020012604,0.95
1,2020012605,0.95
1,2020012606,0.95
1,2020012607,0.95
1,2020012608,0.95
1,2020012609,0.95
1,2020012610,0.95
1,2020012611,0.95
1,2020012612,0.95
1,2020012613,0.95
1,2020012614,0.95
1,2020012615,0.95
1,2020012616,0.95
1,2020012617,0.95
1,2020012618,0.95
1,2020012619,0.95
1,2020012620,0.95
1,2020012621,0.95
1,2020012622,0.95
1,2020012623,0.95
1,2020012624,0.95
1,2020012701,1
1,2020012702,1
1,2020012703,1
1,2020012704,1
1,2020012705,1
1,2020012706,1
1,2020012707,1
1,2020012708,1
1,2020012709,1
1,2020012710,1
1,2020012711,1
1,2020012712,1
1,2020012713,1
1,2020012714,1
1,2020012715,1
1,2020012716,1
1,2020012717,1
1,2020012718,1
1,2020012719,1
1,2020012720,1
1,2020012721,1
1,2020012722,1
1,2020012723,1
1,2020012724,1
1,2020012801,0.95
1,2020012802,0.95
1,2020012803,0.95
1,2020012804,0.95
1,2020012805,0.95
1,2020012806,0.95
1,2020012807,0.95
1,2020012808,0.95
1,2020012809,0.95
1,2020012810,0.95
1,2020012811,0.95
1,2020012812,0.95
1,2020012813,0.95
1,2020012814,0.95
1,2020012815,0.95
1,2020012816,0.95
1,2020012817,0.95
1,2020012818,0.95
1,2020012819,0.95
1,2020012820,0.95
1,2020012821,0.95
1,2020012822,0.95
1,2020012823,0.95
1,2020012824,0.95
1,2020012901,1
1,2020012902,1
1,2020012903,1
1,2020012904,1
1,2020012905,1
1,2020012906,1
1,2020012907,1
1,2020012908,1
1,2020012909,1
1,2020012910,1
1,2020012911,1
1,2020012912,1
1,2020012913,1
1,2020012914,1
1,2020012915,1
1,2020012916,1
1,2020012917,1
1,2020012918,1
1,2020012919,1
1,2020012920,1
1,2020012921,1
1,2020012922,1
1,2020012923,1
1,2020012924,1
1,2020013001,0.95
1,2020013002,0.95
1,2020013003,0.95
1,2020013004,0.95
1,2020013005,0.95
1,2020013006,0.95
1,2020013007,0.95
1,2020013008,0.95
1,2020013009,0.95
1,2020013010,0.95
1,2020013011,0.95
1,2020013012,0.95
1,2020013013,0.95
1,2020013014,0.95
1,2020013015,0.95
1,2020013016,0.95
1,2020013017,0.95
1,2020013018,0.95
1,2020013019,0.95
1,2020013020,0.95
1,2020013021,0.95
1,2020013022,0.95
1,2020013023,0.95
1,2020013024,0.95
1,2020013101,1
1,2020013102,1
1,2020013103,1
1,2020013104,1
1,2020013105,1
1,2020013106,1
1,2020013107,1
1,2020013108,1
1,2020013109,1
1,2020013110,1
1,2020013111,1
1,2020013112,1
1,2020013113,1
1,2020013114,1
1,2020013115,1
1,2020013116,1
1,2020013117,1
1,2020013118,1
1,2020013119,1
1,2020013120,1
1,2020013121,1
1,2020013122,1
1,2020013123,1
1,2020013124,1
1,2020020101,0.95
1,2020020102,0.95
1,2020020103,0.95
1,2020020104,0.95
1,2020020105,0.95
1,2020020106,0.95
1,2020020107,0.95
1,2020020108,0.95
1,2020020109,0.95
1,2020020110,0.95
1,2020020111,0.95
1,2020020112,0.95
1,2020020113,0.95
1,2020020114,0.95
1,2020020115,0.95
1,2020020116,0.95
1,2020020117,0.95
1,2020020118,0.95
1,2020020119,0.95
1,2020020120,0.95
1,2020020121,0.95
1,2020020122,0.95
1,2020020123,0.95
1,2020020124,0.95
1,2020020201,1
1,2020020202,1
1,2020020203,1
1,2020020204,1
1,2020020205,1
1,2020020206,1
1,2020020207,1
1,2020020208,1
1,2020020209,1
1,2020020210,1
1,2020020211,1
1,2020020212,1
1,2020020213,1
1,2020020214,1
1,2020020215,1
1,2020020216,1
1,2020020217,1
1,2020020218,1
1,2020020219,1
1,2020020220,1
1,2020020221,1
1,2020020222,1
1,2020020223,1
1,2020020224,1
1,2020020301,0.95
1,2020020302,0.95
1,2020020303,0.95
1,2020020304,0.95
1,2020020305,0.95
1,2020020306,0.95
1,2020020307,0.95
1,2020020308,0.95
1,2020020309,0.95
1,2020020310,0.95
1,2020020311,0.95
1,2020020312,0.95
1,2020020313,0.95
1,2020020314,0.95
1,2020020315,0.95
1,2020020316,0.95
1,2020020317,0.95
1,2020020318,0.95
1,2020020319,0.95
1,2020020320,0.95
1,2020020321,0.95
1,2020020322,0.95
1,2020020323,0.95
1,2020020324,0.95
1,2020020401,1
1,2020020402,1
1,2020020403,1
1,2020020404,1
1,2020020405,1
1,2020020406,1
1,2020020407,1
1,2020020408,1
1,2020020409,1
1,2020020410,1
1,2020020411,1
1,2020020412,1
1,2020020413,1
1,2020020414,1
1,2020020415,1
1,2020020416,1
1,2020020417,1
1,2020020418,1
1,2020020419,1
1,2020020420,1
1,2020020421,1
1,2020020422,1
1,2020020423,1
1,2020020424,1
1,2020020501,0.95
1,2020020502,0.95
1,2020020503,0.95
1,2020020504,0.95
1,2020020505,0.95
1,2020020506,0.95
1,2020020507,0.95
1,2020020508,0.95
1,2020020509,0.95
1,2020020510,0.95
1,2020020511,0.95
1,2020020512,0.95
1,2020020513,0.95
1,2020020514,0.95
1,2020020515,0.95
1,2020020516,0.95
1,2020020517,0.95
1,2020020518,0.95
1,2020020519,0.95
1,2020020520,0.95
1,2020020521,0.95
1,2020020522,0.95
1,2020020523,0.95
1,2020020524,0.95
1,2020020601,1
1,2020020602,1
1,2020020603,1
1,2020020604,1
1,2020020605,1
1,2020020606,1
1,2020020607,1
1,2020020608,1
1,2020020609,1
1,2020020610,1
1,2020020611,1
1,2020020612,1
1,2020020613,1
1,2020020614,1
1,2020020615,1
1,2020020616,1
1,2020020617,1
1,2020020618,1
1,2020020619,1
1,2020020620,1
1,2020020621,1
1,2020020622,1
1,2020020623,1
1,2020020624,1
1,2020020701,0.95
1,2020020702,0.95
1,2020020703,0.95
1,2020020704,0.95
1,2020020705,0.95
1,2020020706,0.95
1,2020020707,0.95
1,2020020708,0.95
1,2020020709,0.95
1,2020020710,0.95
1,2020020711,0.95
1,2020020712,0.95
1,2020020713,0.95
1,2020020714,0.95
1,2020020715,0.95
1,2020020716,0.95
1,2020020717,0.95
1,2020020718,0.95
1,2020020719,0.95
1,2020020720,0.95
1,2020020721,0.95
1,2020020722,0.95
1,2020020723,0.95
1,2020020724,0.95
1,2020020801,1
1,2020020802,1
1,2020020803,1
1,2020020804,1
1,2020020805,1
1,2020020806,1
1,2020020807,1
1,2020020808,1
1,2020020809,1
1,2020020810,1
1,2020020811,1
1,2020020812,1
1,2020020813,1
1,2020020814,1
1,2020020815,1
1,2020020816,1
1,2020020817,1
1,2020020818,1
1,2020020819,1
1,2020020820,1
1,2020020821,1
1,2020020822,1
1,2020020823,1
1,2020020824,1
1,2020020901,0.95
1,2020020902,0.95
1,2020020903,0.95
1,2020020904,0.95
1,2020020905,0.95
1,2020020906,0.95
1,2020020907,0.95
1,2020020908,0.95
1,2020020909,0.95
1,2020020910,0.95
1,2020020911,0.95
1,2020020912,0.95
1,2020020913,0.95
1,2020020914,0.95
1,2020020915,0.95
1,2020020916,0.95
1,2020020917,0.95
1,2020020918,0.95
1,2020020919,0.95
1,2020020920,0.95
1,2020020921,0.95
1,2020020922,0.95
1,2020020923,0.95
1,2020020924,0.95
1,2020021001,1
1,2020021002,1
1,2020021003,1
1,2020021004,1
1,2020021005,1
1,2020021006,1
1,2020021007,1
1,2020021008,1
1,2020021009,1
1,2020021010,1
1,2020021011,1
1,2020021012,1
1,2020021013,1
1,2020021014,1
1,2020021015,1
1,2020021016,1
1,2020021017,1
1,2020021018,1
1,2020021019,1
1,2020021020,1
1,2020021021,1
1,2020021022,1
1,2020021023,1
1,2020021024,1
1,2020021101,0.95
1,2020021102,0.95
1,2020021103,0.95
1,2020021104,0.95
1,2020021105,0.95
1,2020021106,0.95
1,2020021107,0.95
1,2020021108,0.95
1,2020021109,0.95
1,2020021110,0.95
1,2020021111,0.95
1,2020021112,0.95
1,2020021113,0.95
1,2020021114,0.95
1,2020021115,0.95
1,2020021116,0.95
1,2020021117,0.95
1,2020021118,0.95
1,2020021119,0.95
1,2020021120,0.95
1,2020021121,0.95
1,2020021122,0.95
1,2020021123,0.95
1,2020021124,0.95
1,2020021201,1
1,2020021202,1
1,2020021203,1
1,2020021204,1
1,2020021205,1
1,2020021206,1
1,2020021207,1
1,2020021208,1
1,2020021209,1
1,2020021210,1
1,2020021211,1
1,2020021212,1
1,2020021213,1
1,2020021214,1
1,2020021215,1
1,2020021216,1
1,2020021217,1
1,2020021218,1
1,2020021219,1
1,2020021220,1
1,2020021221,1
1,2020021222,1
1,2020021223,1
1,2020021224,1
1,2020021301,0.95
1,2020021302,0.95
1,2020021303,0.95
1,2020021304,0.95
1,2020021305,0.95
1,2020021306,0.95
1,2020021307,0.95
1,2020021308,0.95
1,2020021309,0.95
1,2020021310,0.95
1,2020021311,0.95
1,2020021312,0.95
1,2020021313,0.95
1,2020021314,0.95
1,2020021315,0.95
1,2020021316,0.95
1,2020021317,0.95
1,2020021318,0.95
1,2020021319,0.95
1,2020021320,0.95
1,2020021321,0.95
1,2020021322,0.95
1,2020021323,0.95
1,2020021324,0.95
1,2020021401,1
1,2020021402,1
1,2020021403,1
1,2020021404,1
1,2020021405,1
1,2020021406,1
1,2020021407,1
1,2020021408,1
1,2020021409,1
1,2020021410,1
1,2020021411,1
1,2020021412,1
1,2020021413,1
1,2020021414,1
1,2020021415,1
1,2020021416,1
1,2020021417,1
1,2020021418,1
1,2020021419,1
1,2020021420,1
1,2020021421,1
1,2020021422,1
1,2020021423,1
1,2020021424,1
1,2020021501,0.95
1,2020021502,0.95
1,2020021503,0.95
1,2020021504,0.95
1,2020021505,0.95
1,2020021506,0.95
1,2020021507,0.95
1,2020021508,0.95
1,2020021509,0.95
1,2020021510,0.95
1,2020021511,0.95
1,2020021512,0.95
1,2020021513,0.95
1,2020021514,0.95
1,2020021515,0.95
1,2020021516,0.95
1,2020021517,0.95
1,2020021518,0.95
1,2020021519,0.95
1,2020021520,0.95
1,2020021521,0.95
1,2020021522,0.95
1,2020021523,0.95
1,2020021524,0.95
1,2020021601,1
1,2020021602,1
1,2020021603,1
1,2020021604,1
1,2020021605,1
1,2020021606,1
1,2020021607,1
1,2020021608,1
1,2020021609,1
1,2020021610,1
1,2020021611,1
1,2020021612,1
1,2020021613,1
1,2020021614,1
1,2020021615,1
1,2020021616,1
1,2020021617,1
1,2020021618,1
1,2020021619,1
1,2020021620,1
1,2020021621,1
1,2020021622,1
1,2020021623,1
1,2020021624,1
1,2020021701,0.95
1,2020021702,0.95
1,2020021703,0.95
1,2020021704,0.95
1,2020021705,0.95
1,2020021706,0.95
1,2020021707,0.95
1,2020021708,0.95
1,2020021709,0.95
1,2020021710,0.95
1,2020021711,0.95
1,2020021712,0.95
1,2020021713,0.95
1,2020021714,0.95
1,2020021715,0.95
1,2020021716,0.95
1,2020021717,0.95
1,2020021718,0.95
1,2020021719,0.95
1,2020021720,0.95
1,2020021721,0.95
1,2020021722,0.95
1,2020021723,0.95
1,2020021724,0.95
1,2020021801,1
1,2020021802,1
1,2020021803,1
1,2020021804,1
1,2020021805,1
1,2020021806,1
1,2020021807,1
1,2020021808,1
1,2020021809,1
1,2020021810,1
1,2020021811,1
1,2020021812,1
1,2020021813,1
1,2020021814,1
1,2020021815,1
1,2020021816,1
1,2020021817,1
1,2020021818,1
1,2020021819,1
1,2020021820,1
1,2020021821,1
1,2020021822,1
1,2020021823,1
1,2020021824,1
1,2020021901,0.95
1,2020021902,0.95
1,2020021903,0.95
1,2020021904,0.95
1,2020021905,0.95
1,2020021906,0.95
1,2020021907,0.95
1,2020021908,0.95
1,2020021909,0.95
1,2020021910,0.95
1,2020021911,0.95
1,2020021912,0.95
1,2020021913,0.95
1,2020021914,0.95
1,2020021915,0.95
1,2020021916,0.95
1,2020021917,0.95
1,2020021918,0.95
1,2020021919,0.95
1,2020021920,0.95
1,2020021921,0.95
1,2020021922,0.95
1,2020021923,0.95
1,2020021924,0.95
1,2020022001,1
1,2020022002,1
1,2020022003,1
1,2020022004,1
1,2020022005,1
1,2020022006,1
1,2020022007,1
1,2020022008,1
1,2020022009,1
1,2020022010,1
1,2020022011,1
1,2020022012,1
1,2020022013,1
1,2020022014,1
1,2020022015,1
1,2020022016,1
1,2020022017,1
1,2020022018,1
1,2020022019,1
1,2020022020,1
1,2020022021,1
1,2020022022,1
1,2020022023,1
1,2020022024,1
1,2020022101,0.95
1,2020022102,0.95
1,2020022103,0.95
1,2020022104,0.95
1,2020022105,0.95
1,2020022106,0.95
1,2020022107,0.95
1,2020022108,0.95
1,2020022109,0.95
1,2020022110,0.95
1,2020022111,0.95
1,2020022112,0.95
1,2020022113,0.95
1,2020022114,0.95
1,2020022115,0.95
1,2020022116,0.95
1,2020022117,0.95
1,2020022118,0.95
1,2020022119,0.95
1,2020022120,0.95
1,2020022121,0.95
1,2020022122,0.95
1,2020022123,0.95
1,2020022124,0.95
1,2020022201,1
1,2020022202,1
1,2020022203,1
1,2020022204,1
1,2020022205,1
1,2020022206,1
1,2020022207,1
1,2020022208,1
1,2020022209,1
1,2020022210,1
1,2020022211,1
1,2020022212,1
1,2020022213,1
1,2020022214,1
1,2020022215,1
1,2020022216,1
1,2020022217,1
1,2020022218,1
1,2020022219,1
1,2020022220,1
1,2020022221,1
1,2020022222,1
1,2020022223,1
1,2020022224,1
1,2020022301,0.95
1,2020022302,0.95
1,2020022303,0.95
1,2020022304,0.95
1,2020022305,0.95
1,2020022306,0.95
1,2020022307,0.95
1,2020022308,0.95
1,2020022309,0.95
1,2020022310,0.95
1,2020022311,0.95
1,2020022312,0.95
1,2020022313,0.95
1,2020022314,0.95
1,2020022315,0.95
1,2020022316,0.95
1,2020022317,0.95
1,2020022318,0.95
1,2020022319,0.95
1,2020022320,0.95
1,2020022321,0.95
1,2020022322,0.95
1,2020022323,0.95
1,2020022324,0.95
1,2020022401,1
1,2020022402,1
1,2020022403,1
1,2020022404,1
1,2020022405,1
1,2020022406,1
1,2020022407,1
1,2020022408,1
1,2020022409,1
1,2020022410,1
1,2020022411,1
1,2020022412,1
1,2020022413,1
1,2020022414,1
1,2020022415,1
1,2020022416,1
1,2020022417,1
1,2020022418,1
1,2020022419,1
1,2020022420,1
1,2020022421,1
1,2020022422,1
1,2020022423,1
1,2020022424,1
1,2020022501,0.95
1,2020022502,0.95
1,2020022503,0.95
1,2020022504,0.95
1,2020022505,0.95
1,2020022506,0.95
1,2020022507,0.95
1,2020022508,0.95
1,2020022509,0.95
1,2020022510,0.95
1,2020022511,0.95
1,2020022512,0.95
1,2020022513,0.95
1,2020022514,0.95
1,2020022515,0.95
1,2020022516,0.95
1,2020022517,0.95
1,2020022518,0.95
1,2020022519,0.95
1,2020022520,0.95
1,2020022521,0.95
1,2020022522,0.95
1,2020022523,0.95
1,2020022524,0.95
1,2020022601,1
1,2020022602,1
1,2020022603,1
1,2020022604,1
1,2020022605,1
1,2020022606,1
1,2020022607,1
1,2020022608,1
1,2020022609,1
1,2020022610,1
1,2020022611,1
1,2020022612,1
1,2020022613,1
1,2020022614,1
1,2020022615,1
1,2020022616,1
1,2020022617,1
1,2020022618,1
1,2020022619,1
1,2020022620,1
1,2020022621,1
1,2020022622,1
1,2020022623,1
1,2020022624,1
1,2020022701,0.95
1,2020022702,0.95
1,2020022703,0.95
1,2020022704,0.95
1,2020022705,0.95
1,2020022706,0.95
1,2020022707,0.95
1,2020022708,0.95
1,2020022709,0.95
1,2020022710,0.95
1,2020022711,0.95
1,2020022712,0.95
1,2020022713,0.95
1,2020022714,0.95
1,2020022715,0.95
1,2020022716,0.95
1,2020022717,0.95
1,2020022718,0.95
1,2020022719,0.95
1,2020022720,0.95
1,2020022721,0.95
1,2020022722,0.95
1,2020022723,0.95
1,2020022724,0.95
1,2020022801,1
1,2020022802,1
1,2020022803,1
1,2020022804,1
1,2020022805,1
