stage_id,timepoint,cap_factor
1,2020011223,0.517
1,2020011224,0.517
1,2020011301,0.6086
1,2020011302,0.517
1,2020011303,0.517
1,2020011304,0.517
1,2020011305,0.517
1,2020011306,0.6086
1,2020011307,0.6086
1,2020011308,0.6086
1,2020011309,0.6086
1,2020011310,0.4263
1,2020011311,0.2724
1,2020011312,0.3445
1,2020011313,0.517
1,2020011314,0.4263
1,2020011315,0.3445
1,2020011316,0.4263
1,2020011317,0.517
1,2020011318,0.517
1,2020011319,0.517
1,2020011320,0.7002
1,2020011321,0.7801
1,2020011322,0.7801
1,2020011323,0.7801
1,2020011324,0.7002
1,2020011401,0.7002
1,2020011402,0.6086
1,2020011403,0.517
1,2020011404,0.517
1,2020011405,0.517
1,2020011406,0.4263
1,2020011407,0.4263
1,2020011408,0.4263
1,2020011409,0.4263
1,2020011410,0.2724
1,2020011411,0.1543
1,2020011412,0.1543
1,2020011413,0.1073
1,2020011414,0.0686
1,2020011415,0.0382
1,2020011416,0.0162
1,2020011417,0.0382
1,2020011418,0.0686
1,2020011419,0.1543
1,2020011420,0.2724
1,2020011421,0.4263
1,2020011422,0.517
1,2020011423,0.517
1,2020011424,0.517
1,2020011501,0.6086
1,2020011502,0.517
1,2020011503,0.517
1,2020011504,0.517
1,2020011505,0.517
1,2020011506,0.6086
1,2020011507,0.6086
1,2020011508,0.6086
1,2020011509,0.6086
1,2020011510,0.4263
1,2020011511,0.2724
1,2020011512,0.3445
1,2020011513,0.517
1,2020011514,0.4263
1,2020011515,0.3445
1,2020011516,0.4263
1,2020011517,0.517
1,2020011518,0.517
1,2020011519,0.517
1,2020011520,0.7002
1,2020011521,0.7801
1,2020011522,0.7801
1,2020011523,0.7801
1,2020011524,0.7002
1,2020011601,0.7002
1,2020011602,0.6086
1,2020011603,0.517
1,2020011604,0.517
1,2020011605,0.517
1,2020011606,0.4263
1,2020011607,0.4263
1,2020011608,0.4263
1,2020011609,0.4263
1,2020011610,0.2724
1,2020011611,0.1543
1,2020011612,0.1543
1,2020011613,0.1073
1,2020011614,0.0686
1,2020011615,0.0382
1,2020011616,0.0162
1,2020011617,0.0382
1,2020011618,0.0686
1,2020011619,0.1543
1,2020011620,0.2724
1,2020011621,0.4263
1,2020011622,0.517
1,2020011623,0.517
1,2020011624,0.517
1,2020011701,0.6086
1,2020011702,0.517
1,2020011703,0.517
1,2020011704,0.517
1,2020011705,0.517
1,2020011706,0.6086
1,2020011707,0.6086
1,2020011708,0.6086
1,2020011709,0.6086
1,2020011710,0.4263
1,2020011711,0.2724
1,2020011712,0.3445
1,2020011713,0.517
1,2020011714,0.4263
1,2020011715,0.3445
1,2020011716,0.4263
1,2020011717,0.517
1,2020011718,0.517
1,2020011719,0.517
1,2020011720,0.7002
1,2020011721,0.7801
1,2020011722,0.7801
1,2020011723,0.7801
1,2020011724,0.7002
1,2020011801,0.7002
1,2020011802,0.6086
1,2020011803,0.517
1,2020011804,0.517
1,2020011805,0.517
1,2020011806,0.4263
1,2020011807,0.4263
1,2020011808,0.4263
1,2020011809,0.4263
1,2020011810,0.2724
1,2020011811,0.1543
1,2020011812,0.1543
1,2020011813,0.1073
1,2020011814,0.0686
1,2020011815,0.0382
1,2020011816,0.0162
1,2020011817,0.0382
1,2020011818,0.0686
1,2020011819,0.1543
1,2020011820,0.2724
1,2020011821,0.4263
1,2020011822,0.517
1,2020011823,0.517
1,2020011824,0.517
1,2020011901,0.6086
1,2020011902,0.517
1,2020011903,0.517
1,2020011904,0.517
1,2020011905,0.517
1,2020011906,0.6086
1,2020011907,0.6086
1,2020011908,0.6086
1,2020011909,0.6086
1,2020011910,0.4263
1,2020011911,0.2724
1,2020011912,0.3445
1,2020011913,0.517
1,2020011914,0.4263
1,2020011915,0.3445
1,2020011916,0.4263
1,2020011917,0.517
1,2020011918,0.517
1,2020011919,0.517
1,2020011920,0.7002
1,2020011921,0.7801
1,2020011922,0.7801
1,2020011923,0.7801
1,2020011924,0.7002
1,2020012001,0.7002
1,2020012002,0.6086
1,2020012003,0.517
1,2020012004,0.517
1,2020012005,0.517
1,2020012006,0.4263
1,2020012007,0.4263
1,2020012008,0.4263
1,2020012009,0.4263
1,2020012010,0.2724
1,2020012011,0.1543
1,2020012012,0.1543
1,2020012013,0.1073
1,2020012014,0.0686
1,2020012015,0.0382
1,2020012016,0.0162
1,2020012017,0.0382
1,2020012018,0.0686
1,2020012019,0.1543
1,2020012020,0.2724
1,2020012021,0.4263
1,2020012022,0.517
1,2020012023,0.517
1,2020012024,0.517
1,2020012101,0.6086
1,2020012102,0.517
1,2020012103,0.517
1,2020012104,0.517
1,2020012105,0.517
1,2020012106,0.6086
1,2020012107,0.6086
1,2020012108,0.6086
1,2020012109,0.6086
1,2020012110,0.4263
1,2020012111,0.2724
1,2020012112,0.3445
1,2020012113,0.517
1,2020012114,0.4263
1,2020012115,0.3445
1,2020012116,0.4263
1,2020012117,0.517
1,2020012118,0.517
1,2020012119,0.517
1,2020012120,0.7002
1,2020012121,0.7801
1,2020012122,0.7801
1,2020012123,0.7801
1,2020012124,0.7002
1,2020012201,0.7002
1,2020012202,0.6086
1,2020012203,0.517
1,2020012204,0.517
1,2020012205,0.517
1,2020012206,0.4263
1,2020012207,0.4263
1,2020012208,0.4263
1,2020012209,0.4263
1,2020012210,0.2724
1,2020012211,0.1543
1,2020012212,0.1543
1,2020012213,0.1073
1,2020012214,0.0686
1,2020012215,0.0382
1,2020012216,0.0162
1,2020012217,0.0382
1,2020012218,0.0686
1,2020012219,0.1543
1,2020012220,0.2724
1,2020012221,0.4263
1,2020012222,0.517
1,2020012223,0.517
1,2020012224,0.517
1,2020012301,0.6086
1,2020012302,0.517
1,2020012303,0.517
1,2020012304,0.517
1,2020012305,0.517
1,2020012306,0.6086
1,2020012307,0.6086
1,2020012308,0.6086
1,2020012309,0.6086
1,2020012310,0.4263
1,2020012311,0.2724
1,2020012312,0.3445
1,2020012313,0.517
1,2020012314,0.4263
1,2020012315,0.3445
1,2020012316,0.4263
1,2020012317,0.517
1,2020012318,0.517
1,2020012319,0.517
1,2020012320,0.7002
1,2020012321,0.7801
1,2020012322,0.7801
1,2020012323,0.7801
1,2020012324,0.7002
1,2020012401,0.7002
1,2020012402,0.6086
1,2020012403,0.517
1,2020012404,0.517
1,2020012405,0.517
1,2020012406,0.4263
1,2020012407,0.4263
1,2020012408,0.4263
1,2020012409,0.4263
1,2020012410,0.2724
1,2020012411,0.1543
1,2020012412,0.1543
1,2020012413,0.1073
1,2020012414,0.0686
1,2020012415,0.0382
1,2020012416,0.0162
1,2020012417,0.0382
1,2020012418,0.0686
1,2020012419,0.1543
1,2020012420,0.2724
1,2020012421,0.4263
1,2020012422,0.517
1,2020012423,0.517
1,2020012424,0.517
1,2020012501,0.6086
1,2020012502,0.517
1,2020012503,0.517
1,2020012504,0.517
1,2020012505,0.517
1,2020012506,0.6086
1,2020012507,0.6086
1,2020012508,0.6086
1,2020012509,0.6086
1,2020012510,0.4263
1,2020012511,0.2724
1,2020012512,0.3445
1,2020012513,0.517
1,2020012514,0.4263
1,2020012515,0.3445
1,2020012516,0.4263
1,2020012517,0.517
1,2020012518,0.517
1,2020012519,0.517
1,2020012520,0.7002
1,2020012521,0.7801
1,2020012522,0.7801
1,2020012523,0.7801
1,2020012524,0.7002
1,2020012601,0.7002
1,2020012602,0.6086
1,2020012603,0.517
1,2020012604,0.517
1,2020012605,0.517
1,2020012606,0.4263
1,2020012607,0.4263
1,2020012608,0.4263
1,2020012609,0.4263
1,2020012610,0.2724
1,2020012611,0.1543
1,2020012612,0.1543
1,2020012613,0.1073
1,2020012614,0.0686
1,2020012615,0.0382
1,2020012616,0.0162
1,2020012617,0.0382
1,2020012618,0.0686
1,2020012619,0.1543
1,2020012620,0.2724
1,2020012621,0.4263
1,2020012622,0.517
1,2020012623,0.517
1,2020012624,0.517
1,2020012701,0.6086
1,2020012702,0.517
1,2020012703,0.517
1,2020012704,0.517
1,2020012705,0.517
1,2020012706,0.6086
1,2020012707,0.6086
1,2020012708,0.6086
1,2020012709,0.6086
1,2020012710,0.4263
1,2020012711,0.2724
1,2020012712,0.3445
1,2020012713,0.517
1,2020012714,0.4263
1,2020012715,0.3445
1,2020012716,0.4263
1,2020012717,0.517
1,2020012718,0.517
1,2020012719,0.517
1,2020012720,0.7002
1,2020012721,0.7801
1,2020012722,0.7801
1,2020012723,0.7801
1,2020012724,0.7002
1,2020012801,0.7002
1,2020012802,0.6086
1,2020012803,0.517
1,2020012804,0.517
1,2020012805,0.517
1,2020012806,0.4263
1,2020012807,0.4263
1,2020012808,0.4263
1,2020012809,0.4263
1,2020012810,0.2724
1,2020012811,0.1543
1,2020012812,0.1543
1,2020012813,0.1073
1,2020012814,0.0686
1,2020012815,0.0382
1,2020012816,0.0162
1,2020012817,0.0382
1,2020012818,0.0686
1,2020012819,0.1543
1,2020012820,0.2724
1,2020012821,0.4263
1,2020012822,0.517
1,2020012823,0.517
1,2020012824,0.517
1,2020012901,0.6086
1,2020012902,0.517
1,2020012903,0.517
1,2020012904,0.517
1,2020012905,0.517
1,2020012906,0.6086
1,2020012907,0.6086
1,2020012908,0.6086
1,2020012909,0.6086
1,2020012910,0.4263
1,2020012911,0.2724
1,2020012912,0.3445
1,2020012913,0.517
1,2020012914,0.4263
1,2020012915,0.3445
1,2020012916,0.4263
1,2020012917,0.517
1,2020012918,0.517
1,2020012919,0.517
1,2020012920,0.7002
1,2020012921,0.7801
1,2020012922,0.7801
1,2020012923,0.7801
1,2020012924,0.7002
1,2020013001,0.7002
1,2020013002,0.6086
1,2020013003,0.517
1,2020013004,0.517
1,2020013005,0.517
1,2020013006,0.4263
1,2020013007,0.4263
1,2020013008,0.4263
1,2020013009,0.4263
1,2020013010,0.2724
1,2020013011,0.1543
1,2020013012,0.1543
1,2020013013,0.1073
1,2020013014,0.0686
1,2020013015,0.0382
1,2020013016,0.0162
1,2020013017,0.0382
1,2020013018,0.0686
1,2020013019,0.1543
1,2020013020,0.2724
1,2020013021,0.4263
1,2020013022,0.517
1,2020013023,0.517
1,2020013024,0.517
1,2020013101,0.6086
1,2020013102,0.517
1,2020013103,0.517
1,2020013104,0.517
1,2020013105,0.517
1,2020013106,0.6086
1,2020013107,0.6086
1,2020013108,0.6086
1,2020013109,0.6086
1,2020013110,0.4263
1,2020013111,0.2724
1,2020013112,0.3445
1,2020013113,0.517
1,2020013114,0.4263
1,2020013115,0.3445
1,2020013116,0.4263
1,2020013117,0.517
1,2020013118,0.517
1,2020013119,0.517
1,2020013120,0.7002
1,2020013121,0.7801
1,2020013122,0.7801
1,2020013123,0.7801
1,2020013124,0.7002
1,2020020101,0.7002
1,2020020102,0.6086
1,2020020103,0.517
1,2020020104,0.517
1,2020020105,0.517
1,2020020106,0.4263
1,2020020107,0.4263
1,2020020108,0.4263
1,2020020109,0.4263
1,2020020110,0.2724
1,2020020111,0.1543
1,2020020112,0.1543
1,2020020113,0.1073
1,2020020114,0.0686
1,2020020115,0.0382
1,2020020116,0.0162
1,2020020117,0.0382
1,2020020118,0.0686
1,2020020119,0.1543
1,2020020120,0.2724
1,2020020121,0.4263
1,2020020122,0.517
1,2020020123,0.517
1,2020020124,0.517
1,2020020201,0.6086
1,2020020202,0.517
1,2020020203,0.517
1,2020020204,0.517
1,2020020205,0.517
1,2020020206,0.6086
1,2020020207,0.6086
1,2020020208,0.6086
1,2020020209,0.6086
1,2020020210,0.4263
1,2020020211,0.2724
1,2020020212,0.3445
1,2020020213,0.517
1,2020020214,0.4263
1,2020020215,0.3445
1,2020020216,0.4263
1,2020020217,0.517
1,2020020218,0.517
1,2020020219,0.517
1,2020020220,0.7002
1,2020020221,0.7801
1,2020020222,0.7801
1,2020020223,0.7801
1,2020020224,0.7002
1,2020020301,0.7002
1,2020020302,0.6086
1,2020020303,0.517
1,2020020304,0.517
1,2020020305,0.517
1,2020020306,0.4263
1,2020020307,0.4263
1,2020020308,0.4263
1,2020020309,0.4263
1,2020020310,0.2724
1,2020020311,0.1543
1,2020020312,0.1543
1,2020020313,0.1073
1,2020020314,0.0686
1,2020020315,0.0382
1,2020020316,0.0162
1,2020020317,0.0382
1,2020020318,0.0686
1,2020020319,0.1543
1,2020020320,0.2724
1,2020020321,0.4263
1,2020020322,0.517
1,2020020323,0.517
1,2020020324,0.517
1,2020020401,0.6086
1,2020020402,0.517
1,2020020403,0.517
1,2020020404,0.517
1,2020020405,0.517
1,2020020406,0.6086
1,2020020407,0.6086
1,2020020408,0.6086
1,2020020409,0.6086
1,2020020410,0.4263
1,2020020411,0.2724
1,2020020412,0.3445
1,2020020413,0.517
1,2020020414,0.4263
1,2020020415,0.3445
1,2020020416,0.4263
1,2020020417,0.517
1,2020020418,0.517
1,2020020419,0.517
1,2020020420,0.7002
1,2020020421,0.7801
1,2020020422,0.7801
1,2020020423,0.7801
1,2020020424,0.7002
1,2020020501,0.7002
1,2020020502,0.6086
1,2020020503,0.517
1,2020020504,0.517
1,2020020505,0.517
1,2020020506,0.4263
1,2020020507,0.4263
1,2020020508,0.4263
1,2020020509,0.4263
1,2020020510,0.2724
1,2020020511,0.1543
1,2020020512,0.1543
1,2020020513,0.1073
1,2020020514,0.0686
1,2020020515,0.0382
1,2020020516,0.0162
1,2020020517,0.0382
1,2020020518,0.0686
1,2020020519,0.1543
1,2020020520,0.2724
1,2020020521,0.4263
1,2020020522,0.517
1,2020020523,0.517
1,2020020524,0.517
1,2020020601,0.6086
1,2020020602,0.517
1,2020020603,0.517
1,2020020604,0.517
1,2020020605,0.517
1,2020020606,0.6086
1,2020020607,0.6086
1,2020020608,0.6086
1,2020020609,0.6086
1,2020020610,0.4263
1,2020020611,0.2724
1,2020020612,0.3445
1,2020020613,0.517
1,2020020614,0.4263
1,2020020615,0.3445
1,2020020616,0.4263
1,2020020617,0.517
1,2020020618,0.517
1,2020020619,0.517
1,2020020620,0.7002
1,2020020621,0.7801
1,2020020622,0.7801
1,2020020623,0.7801
1,2020020624,0.7002
1,2020020701,0.7002
1,2020020702,0.6086
1,2020020703,0.517
1,2020020704,0.517
1,2020020705,0.517
1,2020020706,0.4263
1,2020020707,0.4263
1,2020020708,0.4263
1,2020020709,0.4263
1,2020020710,0.2724
1,2020020711,0.1543
1,2020020712,0.1543
1,2020020713,0.1073
1,2020020714,0.0686
1,2020020715,0.0382
1,2020020716,0.0162
1,2020020717,0.0382
1,2020020718,0.0686
1,2020020719,0.1543
1,2020020720,0.2724
1,2020020721,0.4263
1,2020020722,0.517
1,2020020723,0.517
1,2020020724,0.517
1,2020020801,0.6086
1,2020020802,0.517
1,2020020803,0.517
1,2020020804,0.517
1,2020020805,0.517
1,2020020806,0.6086
1,2020020807,0.6086
1,2020020808,0.6086
1,2020020809,0.6086
1,2020020810,0.4263
1,2020020811,0.2724
1,2020020812,0.3445
1,2020020813,0.517
1,2020020814,0.4263
1,2020020815,0.3445
1,2020020816,0.4263
1,2020020817,0.517
1,2020020818,0.517
1,2020020819,0.517
1,2020020820,0.7002
1,2020020821,0.7801
1,2020020822,0.7801
1,2020020823,0.7801
1,2020020824,0.7002
1,2020020901,0.7002
1,2020020902,0.6086
1,2020020903,0.517
1,2020020904,0.517
1,2020020905,0.517
1,2020020906,0.4263
1,2020020907,0.4263
1,2020020908,0.4263
1,2020020909,0.4263
1,2020020910,0.2724
1,2020020911,0.1543
1,2020020912,0.1543
1,2020020913,0.1073
1,2020020914,0.0686
1,2020020915,0.0382
1,2020020916,0.0162
1,2020020917,0.0382
1,2020020918,0.0686
1,2020020919,0.1543
1,2020020920,0.2724
1,2020020921,0.4263
1,2020020922,0.517
1,2020020923,0.517
1,2020020924,0.517
1,2020021001,0.6086
1,2020021002,0.517
1,2020021003,0.517
1,2020021004,0.517
1,2020021005,0.517
1,2020021006,0.6086
1,2020021007,0.6086
1,2020021008,0.6086
1,2020021009,0.6086
1,2020021010,0.4263
1,2020021011,0.2724
1,2020021012,0.3445
1,2020021013,0.517
1,2020021014,0.4263
1,2020021015,0.3445
1,2020021016,0.4263
1,2020021017,0.517
1,2020021018,0.517
1,2020021019,0.517
1,2020021020,0.7002
1,2020021021,0.7801
1,2020021022,0.7801
1,2020021023,0.7801
1,2020021024,0.7002
1,2020021101,0.7002
1,2020021102,0.6086
1,2020021103,0.517
1,2020021104,0.517
1,2020021105,0.517
1,2020021106,0.4263
1,2020021107,0.4263
1,2020021108,0.4263
1,2020021109,0.4263
1,2020021110,0.2724
1,2020021111,0.1543
1,2020021112,0.1543
1,2020021113,0.1073
1,2020021114,0.0686
1,2020021115,0.0382
1,2020021116,0.0162
1,2020021117,0.0382
1,2020021118,0.0686
1,2020021119,0.1543
1,2020021120,0.2724
1,2020021121,0.4263
1,2020021122,0.517
1,2020021123,0.517
1,2020021124,0.517
1,2020021201,0.6086
1,2020021202,0.517
1,2020021203,0.517
1,2020021204,0.517
1,2020021205,0.517
1,2020021206,0.6086
1,2020021207,0.6086
1,2020021208,0.6086
1,2020021209,0.6086
1,2020021210,0.4263
1,2020021211,0.2724
1,2020021212,0.3445
1,2020021213,0.517
1,2020021214,0.4263
1,2020021215,0.3445
1,2020021216,0.4263
1,2020021217,0.517
1,2020021218,0.517
1,2020021219,0.517
1,2020021220,0.7002
1,2020021221,0.7801
1,2020021222,0.7801
1,2020021223,0.7801
1,2020021224,0.7002
1,2020021301,0.7002
1,2020021302,0.6086
1,2020021303,0.517
1,2020021304,0.517
1,2020021305,0.517
1,2020021306,0.4263
1,2020021307,0.4263
1,2020021308,0.4263
1,2020021309,0.4263
1,2020021310,0.2724
1,2020021311,0.1543
1,2020021312,0.1543
1,2020021313,0.1073
1,2020021314,0.0686
1,2020021315,0.0382
1,2020021316,0.0162
1,2020021317,0.0382
1,2020021318,0.0686
1,2020021319,0.1543
1,2020021320,0.2724
1,2020021321,0.4263
1,2020021322,0.517
1,2020021323,0.517
1,2020021324,0.517
1,2020021401,0.6086
1,2020021402,0.517
1,2020021403,0.517
1,2020021404,0.517
1,2020021405,0.517
1,2020021406,0.6086
1,2020021407,0.6086
1,2020021408,0.6086
1,2020021409,0.6086
1,2020021410,0.4263
1,2020021411,0.2724
1,2020021412,0.3445
1,2020021413,0.517
1,2020021414,0.4263
1,2020021415,0.3445
1,2020021416,0.4263
1,2020021417,0.517
1,2020021418,0.517
1,2020021419,0.517
1,2020021420,0.7002
1,2020021421,0.7801
1,2020021422,0.7801
1,2020021423,0.7801
1,2020021424,0.7002
1,2020021501,0.7002
1,2020021502,0.6086
1,2020021503,0.517
1,2020021504,0.517
1,2020021505,0.517
1,2020021506,0.4263
1,2020021507,0.4263
1,2020021508,0.4263
1,2020021509,0.4263
1,2020021510,0.2724
1,2020021511,0.1543
1,2020021512,0.1543
1,2020021513,0.1073
1,2020021514,0.0686
1,2020021515,0.0382
1,2020021516,0.0162
1,2020021517,0.0382
1,2020021518,0.0686
1,2020021519,0.1543
1,2020021520,0.2724
1,2020021521,0.4263
1,2020021522,0.517
1,2020021523,0.517
1,2020021524,0.517
1,2020021601,0.6086
1,2020021602,0.517
1,2020021603,0.517
1,2020021604,0.517
1,2020021605,0.517
1,2020021606,0.6086
1,2020021607,0.6086
1,2020021608,0.6086
1,2020021609,0.6086
1,2020021610,0.4263
1,2020021611,0.2724
1,2020021612,0.3445
1,2020021613,0.517
1,2020021614,0.4263
1,2020021615,0.3445
1,2020021616,0.4263
1,2020021617,0.517
1,2020021618,0.517
1,2020021619,0.517
1,2020021620,0.7002
1,2020021621,0.7801
1,2020021622,0.7801
1,2020021623,0.7801
1,2020021624,0.7002
1,2020021701,0.7002
1,2020021702,0.6086
1,2020021703,0.517
1,2020021704,0.517
1,2020021705,0.517
1,2020021706,0.4263
1,2020021707,0.4263
1,2020021708,0.4263
1,2020021709,0.4263
1,2020021710,0.2724
1,2020021711,0.1543
1,2020021712,0.1543
1,2020021713,0.1073
1,2020021714,0.0686
1,2020021715,0.0382
1,2020021716,0.0162
1,2020021717,0.0382
1,2020021718,0.0686
1,2020021719,0.1543
1,2020021720,0.2724
1,2020021721,0.4263
1,2020021722,0.517
1,2020021723,0.517
1,2020021724,0.517
1,2020021801,0.6086
1,2020021802,0.517
1,2020021803,0.517
1,2020021804,0.517
1,2020021805,0.517
1,2020021806,0.6086
1,2020021807,0.6086
1,2020021808,0.6086
1,2020021809,0.6086
1,2020021810,0.4263
1,2020021811,0.2724
1,2020021812,0.3445
1,2020021813,0.517
1,2020021814,0.4263
1,2020021815,0.3445
1,2020021816,0.4263
1,2020021817,0.517
1,2020021818,0.517
1,2020021819,0.517
1,2020021820,0.7002
1,2020021821,0.7801
1,2020021822,0.7801
1,2020021823,0.7801
1,2020021824,0.7002
1,2020021901,0.7002
1,2020021902,0.6086
1,2020021903,0.517
1,2020021904,0.517
1,2020021905,0.517
1,2020021906,0.4263
1,2020021907,0.4263
1,2020021908,0.4263
1,2020021909,0.4263
1,2020021910,0.2724
1,2020021911,0.1543
1,2020021912,0.1543
1,2020021913,0.1073
1,2020021914,0.0686
1,2020021915,0.0382
1,2020021916,0.0162
